OBJECTID,P_CODE,TRAD_AUTH,DISTRICT,REGION,POP2008,NOTE_,SOURCE
126,AFRMWI10308,STA Mkumbira,Nkhata Bay,Northern,10958.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
127,AFRMWI10309,TA Musisya,Nkhata Bay,Northern,16156.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
128,AFRMWI10310,STA Nyaluwanga,Nkhata Bay,Northern,7365.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
129,AFRMWI10311,STA Mkondowe,Nkhata Bay,Northern,1933.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
130,AFRMWI10312,TA Timbiri,Nkhata Bay,Northern,35858.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
131,AFRMWI10313,TA Boghoyo,Nkhata Bay,Northern,1264.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
132,AFRMWI10736,Mchengautuwa ward,Mzuzu City,Northern,29271.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
133,AFRMWI10320,Nkhata Bay Boma,Nkhata Bay,Northern,11269.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
134,AFRMWI31301,TA Dambe,Neno,Southern,24858.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
135,AFRMWI31302,TA Mlauli,Neno,Southern,24775.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
136,AFRMWI31303,TA Symon,Neno,Southern,38179.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
137,AFRMWI31304,TA Ngozi,Neno,Southern,17820.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
138,AFRMWI10731,Nkhorongo ward,Mzuzu City,Northern,3190.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
139,AFRMWI31305,Majete Game Reserve,Neno,Southern,36.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
140,AFRMWI31320,Neno Boma,Neno,Southern,1649.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
141,AFRMWI10735,Chibanja ward,Mzuzu City,Northern,9840.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
142,AFRMWI10732,Lupaso ward,Mzuzu City,Northern,17511.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
143,AFRMWI10733,Zolozolo ward,Mzuzu City,Northern,7348.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
144,AFRMWI10734,Chiputula ward,Mzuzu City,Northern,21699.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
145,AFRMWI10737,Katoto ward,Mzuzu City,Northern,7022.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
146,AFRMWI10738,Jombo ward,Mzuzu City,Northern,1347.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
147,AFRMWI10739,Mzilawayingwe ward,Mzuzu City,Northern,3297.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
148,AFRMWI10740,Chasefu ward,Mzuzu City,Northern,1820.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
149,AFRMWI10741,Katawa ward,Mzuzu City,Northern,3617.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
150,AFRMWI10742,Masasa ward,Mzuzu City,Northern,1507.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
151,AFRMWI10743,Kaning'ina ward,Mzuzu City,Northern,4016.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
152,AFRMWI10744,Viphya ward,Mzuzu City,Northern,12182.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
153,AFRMWI10745,Msongwe ward,Mzuzu City,Northern,2731.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
154,AFRMWI10520,Mzimba Boma,Mzimba,Northern,20994.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
155,AFRMWI30601,TA Kanduku,Mwanza,Southern,35971.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
156,AFRMWI30602,TA Nthache,Mwanza,Southern,42750.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
157,AFRMWI10746,New airport Site ward,Mzuzu City,Northern,7570.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
158,AFRMWI10501,TA M'mbelwa,Mzimba,Northern,117707.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
159,AFRMWI10502,TA Mtwalo,Mzimba,Northern,139479.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
160,AFRMWI10503,S/C Kampingo Sibande,Mzimba,Northern,57076.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
161,AFRMWI30620,Mwanza Boma,Mwanza,Southern,14226.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
162,AFRMWI30801,TA Mabuka,Mulanje,Southern,155099.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
163,AFRMWI30802,Laston Njema,Mulanje,Southern,66287.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
164,AFRMWI30803,TA Chikumbu,Mulanje,Southern,71736.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
165,AFRMWI30804,TA Nthiramanja,Mulanje,Southern,41731.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
166,AFRMWI10504,S/c Jaravikuba Munthali,Mzimba,Northern,14742.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
167,AFRMWI10505,TA Chindi,Mzimba,Northern,131584.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
168,AFRMWI10506,TA Mzikubola,Mzimba,Northern,68427.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
169,AFRMWI10507,TA Mabulabo,Mzimba,Northern,63514.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
170,AFRMWI10508,SC Khosolo Gwaza Jere,Mzimba,Northern,37540.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
171,AFRMWI10509,TA Mpherembe,Mzimba,Northern,44196.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
172,AFRMWI10510,TA Mzukuzuku,Mzimba,Northern,32530.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
173,AFRMWI10511,Vwaza G.Reserve,Mzimba,Northern,142.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
174,AFRMWI30820,Mulanje Boma,Mulanje,Southern,14497.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
175,AFRMWI20701,TA Mlonyeni,Mchinji,Central,37415.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
176,AFRMWI20702,STA Mavwere,Mchinji,Central,89896.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
177,AFRMWI20703,TA Zulu,Mchinji,Central,91730.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
178,AFRMWI20704,STA Mduwa,Mchinji,Central,79738.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
179,AFRMWI20705,TA Mkanda,Mchinji,Central,86006.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
180,AFRMWI20706,STA  Dambe,Mchinji,Central,53850.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
181,AFRMWI20720,Mchinji Boma,Mchinji,Central,17881.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
182,AFRMWI30101,TA Mponda,Mangochi,Southern,109082.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
183,AFRMWI30102,TA Chimwala,Mangochi,Southern,112486.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
184,AFRMWI30103,TA Nankumba,Mangochi,Southern,108347.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
185,AFRMWI30104,TA Jalasi,Mangochi,Southern,74215.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
186,AFRMWI30105,TA Mbwana Nyambi,Mangochi,Southern,79797.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
187,AFRMWI30106,TA Chowe,Mangochi,Southern,108615.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
188,AFRMWI30107,TA Katuli,Mangochi,Southern,52080.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
189,AFRMWI30108,TA Makanjila,Mangochi,Southern,68662.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
190,AFRMWI30109,STA Namabvi,Mangochi,Southern,32185.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
191,AFRMWI30111,Lake Malawi National Park,Mangochi,Southern,771.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
192,AFRMWI30121,Monkey Bay Urban,Mangochi,Southern,11246.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
193,AFRMWI30199,Lake Malombe,Mangochi,Southern,0.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
194,AFRMWI30201,TA Liwonde,Machinga,Southern,81583.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
195,AFRMWI30202,TA Sitola,Machinga,Southern,38611.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
196,AFRMWI30203,Senior TA Kawinga,Machinga,Southern,113022.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
197,AFRMWI30204,TA Chamba,Machinga,Southern,21591.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
198,AFRMWI30205,TA Mposa,Machinga,Southern,21705.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
199,AFRMWI30206,TA Mlomba,Machinga,Southern,40752.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
200,AFRMWI30207,TA Chikweo,Machinga,Southern,54295.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
201,AFRMWI30222,Liwonde Township,Machinga,Southern,22927.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
202,AFRMWI30208,TA Ngokwe,Machinga,Southern,25655.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
203,AFRMWI20603,TA Chiseka,Lilongwe,Central,229184.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
204,AFRMWI20604,TA Mazengera,Lilongwe,Central,95958.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
205,AFRMWI20605,STA Chitekwele,Lilongwe,Central,37660.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
206,AFRMWI20606,TA Khongoni,Lilongwe,Central,100304.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
207,AFRMWI20607,TA Chimutu,Lilongwe,Central,90027.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
208,AFRMWI20608,TA Chitukula,Lilongwe,Central,28959.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
209,AFRMWI20609,STA  Mtema,Lilongwe,Central,48088.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
210,AFRMWI20610,TA Kalumbu,Lilongwe,Central,57997.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
211,AFRMWI20611,STA Tsabango,Lilongwe,Central,31266.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
212,AFRMWI21062,Area 32,Lilongwe City,Central,346.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
213,AFRMWI30209,STA Chiwalo,Machinga,Southern,19470.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
214,AFRMWI30210,TA Nyambi,Machinga,Southern,48506.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
215,AFRMWI30213,Liwonde National Park,Machinga,Southern,1242.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
216,AFRMWI30299,Lake Chiuta,Machinga,Southern,0.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
217,AFRMWI20601,TA Chadza,Lilongwe,Central,112230.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
218,AFRMWI20602,TA Kalolo,Lilongwe,Central,141624.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
219,AFRMWI20612,TA Kalumba,Lilongwe,Central,23206.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
220,AFRMWI20613,STA Njewa,Lilongwe,Central,31731.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
221,AFRMWI20614,TA Malili,Lilongwe,Central,90809.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
222,AFRMWI20615,TA Kabudula,Lilongwe,Central,111791.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
223,AFRMWI21049,Area 19,Lilongwe City,Central,0.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
224,AFRMWI21031,Area 1,Lilongwe City,Central,13684.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
225,AFRMWI21032,Area 2,Lilongwe City,Central,3041.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
226,AFRMWI21050,Area 20,Lilongwe City,Central,14.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
227,AFRMWI21033,Area 3,Lilongwe City,Central,4471.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
228,AFRMWI21051,Area 21,Lilongwe City,Central,44764.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
229,AFRMWI21034,Area 4,Lilongwe City,Central,94.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
230,AFRMWI21035,Area 5,Lilongwe City,Central,755.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
231,AFRMWI21036,Area 6,Lilongwe City,Central,2498.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
232,AFRMWI21037,Area 7,Lilongwe City,Central,39966.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
233,AFRMWI21052,Area 22,Lilongwe City,Central,29458.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
234,AFRMWI21038,Area 8,Lilongwe City,Central,26249.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
235,AFRMWI21039,Area 9,Lilongwe City,Central,1866.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
236,AFRMWI21053,Area 23,Lilongwe City,Central,45606.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
237,AFRMWI21040,Area 10,Lilongwe City,Central,3189.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
238,AFRMWI21041,Area 11,Lilongwe City,Central,935.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
239,AFRMWI21042,Area 12,Lilongwe City,Central,2311.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
240,AFRMWI21043,Area 13,Lilongwe City,Central,0.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
241,AFRMWI21044,Area 14,Lilongwe City,Central,1157.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
242,AFRMWI21045,Area 15,Lilongwe City,Central,1571.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
243,AFRMWI21046,Area 16,Lilongwe City,Central,25.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
244,AFRMWI21047,Area 17,Lilongwe City,Central,4.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
245,AFRMWI21048,Area 18,Lilongwe City,Central,13942.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
246,AFRMWI21060,Area 30,Lilongwe City,Central,2329.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
247,AFRMWI21061,Area 31,Lilongwe City,Central,0.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
248,AFRMWI21066,Area 36,Lilongwe City,Central,47308.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
249,AFRMWI21063,Area 33,Lilongwe City,Central,2496.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
250,AFRMWI21064,Area 34,Lilongwe City,Central,46.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
251,AFRMWI21065,Area 35,Lilongwe City,Central,7304.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
